ResponseId,MainBranch,Age,Employment,EdLevel,Country
5182,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5183,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
5184,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Italy
5185,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Ukraine
5186,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Germany
5187,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Mexico
5188,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Israel
5189,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5190,I am a developer by profession,55-64 years old,"Not employed, and not looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5191,I am a developer by profession,55-64 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
5192,I am a developer by profession,25-34 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",United States of America
5193,I am a developer by profession,25-34 years old,"Employed, full-time;Student, part-time",Some college/university study without earning a degree,Italy
5194,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time;Student, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Austria
5195,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Brazil
5196,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
5197,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United Kingdom of Great Britain and Northern Ireland
5198,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United Kingdom of Great Britain and Northern Ireland
5199,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5200,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",United States of America
5201,I am a developer by profession,55-64 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5202,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Spain
5203,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ukraine
5204,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ireland
5205,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
5206,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Austria
5207,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ukraine
5208,I am a developer by profession,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Austria
5209,I am a developer by profession,55-64 years old,"Employed, full-time",Some college/university study without earning a degree,United States of America
5210,I am a developer by profession,45-54 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Canada
5211,I am a developer by profession,18-24 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",Brazil
5212,I am a developer by profession,45-54 years old,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Israel
5213,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Tunisia
5214,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5215,I am a developer by profession,18-24 years old,"Employed, full-time",Some college/university study without earning a degree,Germany
5216,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5217,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Not employed, but looking for work","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",France
5218,I code primarily as a hobby,18-24 years old,"Student, full-time;Not employed, but looking for work",Some college/university study without earning a degree,Russian Federation
5219,I am a developer by profession,35-44 years old,"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",China
5220,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5221,I am a developer by profession,18-24 years old,"Student, part-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Germany
5222,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Under 18 years old,"Student, part-time",Something else,Latvia
5223,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,United States of America
5224,I am a developer by profession,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5225,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Brazil
5226,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
5227,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",India
5228,I am a developer by profession,18-24 years old,"Student, part-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Brazil
5229,I am a developer by profession,18-24 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Philippines
5230,I am a developer by profession,25-34 years old,"Employed, full-time",Some college/university study without earning a degree,Canada
5231,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Italy
5232,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Germany
5233,I am a developer by profession,35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5234,I am learning to code,18-24 years old,"Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",India
5235,I am a developer by profession,25-34 years old,"Employed, full-time","Associate degree (A.A., A.S., etc.)",Belgium
5236,I am a developer by profession,18-24 years old,"Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Ireland
5237,I am a developer by profession,35-44 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Germany
5238,I code primarily as a hobby,25-34 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Czech Republic
5239,I am a developer by profession,25-34 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5240,I am a developer by profession,25-34 years old,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Poland
5241,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United States of America
5242,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Employed, full-time",Some college/university study without earning a degree,Kazakhstan
5243,I am a developer by profession,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time","Associate degree (A.A., A.S., etc.)",Brazil
5244,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Norway
5245,"I used to be a developer by profession, but no longer am",35-44 years old,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Canada
5246,I am a developer by profession,35-44 years old,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Hong Kong (S.A.R.)
5247,I am a developer by profession,18-24 years old,"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",United Kingdom of Great Britain and Northern Ireland
5248,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Greece
5249,I am a developer by profession,18-24 years old,"Employed, full-time;Student, part-time",Some college/university study without earning a degree,United Kingdom of Great Britain and Northern Ireland
5250,I am a developer by profession,45-54 years old,"Not employed, but looking for work",Some college/university study without earning a degree,Switzerland
5251,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time",Some college/university study without earning a degree,United States of America
